"","model_name","make_year","car_price","age"
"2842","Ford Fusion",2014,8107,6
"2843","Ford Fusion",2016,11811,4
"2844","Ford Fusion",2019,14745,1
"2845","Ford Fusion",2019,13998,1
"2846","Ford Fusion",2019,18995,1
"2847","Ford Fusion",2014,9991,6
"2848","Ford Fusion",2017,14992,3
"2849","Ford Fusion",2016,9339,4
"2850","Ford Fusion",2019,16226,1
"2851","Ford Fusion",2020,21587,0
"2852","Ford Fusion",2017,10499,3
"2853","Ford Fusion",2017,11380,3
"2854","Ford Fusion",2019,16488,1
"2855","Ford Fusion",2019,18600,1
"2856","Ford Fusion",2017,15990,3
"2857","Ford Fusion",2017,10390,3
"2858","Ford Fusion",2014,9994,6
"2859","Ford Fusion",2017,17829,3
"2860","Ford Fusion",2019,14955,1
"2861","Ford Fusion",2019,17999,1
"2862","Ford Fusion",2016,12988,4
"2863","Ford Fusion",2017,14000,3
"2864","Ford Fusion",2018,15998,2
"2865","Ford Fusion",2017,15250,3
"2866","Ford Fusion",2017,11600,3
"2867","Ford Fusion",2020,18625,0
"2868","Ford Fusion",2019,12990,1
"2869","Ford Fusion",2019,18595,1
"2870","Ford Fusion",2019,16371,1
"2871","Ford Fusion",2017,15963,3
"2872","Ford Fusion",2019,15676,1
"2873","Ford Fusion",2019,15518,1
"2874","Ford Fusion",2016,10000,4
"2875","Ford Fusion",2017,12499,3
"2876","Ford Fusion",2017,18990,3
"2877","Ford Fusion",2017,11820,3
"2878","Ford Fusion",2019,14416,1
"2879","Ford Fusion",2018,15986,2
"2880","Ford Fusion",2019,15477,1
"2881","Ford Fusion",2015,11499,5
"2882","Ford Fusion",2012,6178,8
"2883","Ford Fusion",2017,14976,3
"2884","Ford Fusion",2019,15789,1
"2885","Ford Fusion",2019,13399,1
"2886","Ford Fusion",2020,20000,0
"2887","Ford Fusion",2017,12400,3
"2888","Ford Fusion",2019,16490,1
"2889","Ford Fusion",2017,13298,3
"2890","Ford Fusion",2017,16995,3
"2891","Ford Fusion",2017,12500,3
"2892","Ford Fusion",2019,12588,1
"2893","Ford Fusion",2017,13995,3
"2894","Ford Fusion",2019,16872,1
"2895","Ford Fusion",2018,13990,2
"2896","Ford Fusion",2012,5999,8
"2897","Ford Fusion",2017,12695,3
"2898","Ford Fusion",2017,11890,3
"2899","Ford Fusion",2019,15500,1
"2900","Ford Fusion",2015,11998,5
"2901","Ford Fusion",2019,14695,1
"2902","Ford Fusion",2019,15500,1
"2903","Ford Fusion",2015,6995,5
"2904","Ford Fusion",2007,3499,13
"2905","Ford Fusion",2018,13732,2
"2906","Ford Fusion",2017,12150,3
"2907","Ford Fusion",2017,14990,3
"2908","Ford Fusion",2017,14991,3
"2909","Ford Fusion",2014,11995,6
"2910","Ford Fusion",2011,8856,9
"2911","Ford Fusion",2019,15994,1
"2912","Ford Fusion",2012,6995,8
"2913","Ford Fusion",2019,17498,1
"2914","Ford Fusion",2015,9995,5
"2915","Ford Fusion",2015,13333,5
"2916","Ford Fusion",2018,14500,2
"2917","Ford Fusion",2015,11450,5
"2918","Ford Fusion",2017,16900,3
"2919","Ford Fusion",2018,14695,2
"2920","Ford Fusion",2018,16171,2
"2921","Ford Fusion",2017,14487,3
"2922","Ford Fusion",2017,15491,3
"2923","Ford Fusion",2018,14980,2
"2924","Ford Fusion",2019,16207,1
"2925","Ford Fusion",2016,10992,4
"2926","Ford Fusion",2017,13942,3
"2927","Ford Fusion",2019,19900,1
"2928","Ford Fusion",2017,13450,3
"2929","Ford Fusion",2017,18488,3
"2930","Ford Fusion",2019,17650,1
"2931","Ford Fusion",2018,13800,2
"2932","Ford Fusion",2019,14995,1
"2933","Ford Fusion",2019,16589,1
"2934","Ford Fusion",2019,21500,1
"2935","Ford Fusion",2019,15495,1
"2936","Ford Fusion",2016,10995,4
"2937","Ford Fusion",2019,17647,1
"2938","Ford Fusion",2020,18751,0
"2939","Ford Fusion",2018,19487,2
"2940","Ford Fusion",2017,11470,3
"2941","Ford Fusion",2016,11699,4
"2942","Ford Fusion",2015,11981,5
"2943","Ford Fusion",2013,8850,7
"2944","Ford Fusion",2015,11845,5
"2945","Ford Fusion",2015,11500,5
"2946","Ford Fusion",2014,7855,6
"2947","Ford Fusion",2013,8700,7
"2948","Ford Fusion",2016,15700,4
"2949","Ford Fusion",2019,17593,1
"2950","Ford Fusion",2013,8908,7
"2951","Ford Fusion",2016,8700,4
"2952","Ford Fusion",2019,19297,1
"2953","Ford Fusion",2017,14950,3
"2954","Ford Fusion",2019,14783,1
"2955","Ford Fusion",2017,13500,3
"2956","Ford Fusion",2016,10887,4
"2957","Ford Fusion",2017,18113,3
"2958","Ford Fusion",2020,17888,0
"2959","Ford Fusion",2016,13799,4
"2960","Ford Fusion",2018,15500,2
"2961","Ford Fusion",2016,13459,4
"2962","Ford Fusion",2014,8788,6
"2963","Ford Fusion",2015,12500,5
"2964","Ford Fusion",2019,15500,1
"2965","Ford Fusion",2013,10720,7
"2966","Ford Fusion",2018,16499,2
"2967","Ford Fusion",2017,14993,3
"2968","Ford Fusion",2019,15995,1
"2969","Ford Fusion",2016,8988,4
"2970","Ford Fusion",2019,17889,1
"2971","Ford Fusion",2016,12631,4
"2972","Ford Fusion",2013,10988,7
"2973","Ford Fusion",2014,10788,6
"2974","Ford Fusion",2019,18500,1
"2975","Ford Fusion",2018,15000,2
"2976","Ford Fusion",2017,13991,3
"2977","Ford Fusion",2017,16900,3
"2978","Ford Fusion",2016,12877,4
"2979","Ford Fusion",2013,9950,7
"2980","Ford Fusion",2019,16194,1
"2981","Ford Fusion",2020,19891,0
"2982","Ford Fusion",2017,12488,3
"2983","Ford Fusion",2019,13901,1
"2984","Ford Fusion",2016,13499,4
"2985","Ford Fusion",2019,14950,1
"2986","Ford Fusion",2017,10800,3
"2987","Ford Fusion",2017,11999,3
"2988","Ford Fusion",2019,19241,1
"2989","Ford Fusion",2014,13990,6
"2990","Ford Fusion",2012,7399,8
"2991","Ford Fusion",2016,11991,4
"2992","Ford Fusion",2017,13549,3
"2993","Ford Fusion",2015,9908,5
"2994","Ford Fusion",2014,8999,6
"2995","Ford Fusion",2019,18987,1
"2996","Ford Fusion",2019,19632,1
"2997","Ford Fusion",2019,15490,1
"2998","Ford Fusion",2019,13297,1
"2999","Ford Fusion",2019,17398,1
"3000","Ford Fusion",2018,16133,2
"3001","Ford Fusion",2012,8999,8
"3002","Ford Fusion",2017,15060,3
"3003","Ford Fusion",2016,11721,4
