model_name,make_year,car_price,car_description,location,car_colour
Ford Fusion,2016,10390,"1 accident, 2 Owners, Fleet use","Miami, FL","Gray exterior, Black interior"
Ford Fusion,2015,10990,"No accidents, 2 Owners, Fleet use","Lawndale, CA","Silver exterior, Black interior"
Ford Fusion,2017,10696,"No accidents, Personal use","Chesterfield, MI","Gray exterior, Gray interior"
Ford Fusion,2019,17195,"No accidents, 1 Owner, Personal use","Colorado Springs, CO","Silver exterior, Black interior"
Ford Fusion,2011,4789,"No accidents, 4 Owners, Fleet use","Los Angeles, CA","Gray exterior, Unknown interior"
Ford Fusion,2018,16990,"No accidents, 2 Owners, Fleet use","Collins, MS","Silver exterior, Black interior"
Ford Fusion,2019,19995,"No accidents, 1 Owner, Personal use","McAllen, TX","Red exterior, Unknown interior"
Ford Fusion,2013,8934,"No accidents, 2 Owners, Personal use","Pensacola, FL","Silver exterior, Black interior"
Ford Fusion,2018,11500,"No accidents, 2 Owners, Personal use","Indianapolis, IN","Silver exterior, Black interior"
Ford Fusion,2011,6895,"1 accident, 3 Owners, Personal use","Nanuet, NY","Black exterior, Black interior"
Ford Fusion,2014,10604,"No accidents, 2 Owners, Personal use","Crestview, FL","Black exterior, Black interior"
Ford Fusion,2015,9900,"1 accident, 1 Owner, Personal use","California, MO","Black exterior, Unknown interior"
Ford Fusion,2017,18900,"No accidents, Personal use","Troy, NY","Gold exterior, Beige interior"
Ford Fusion,2015,9997,"No accidents, 2 Owners, Fleet use","Sacramento, CA","White exterior, Black interior"
Ford Fusion,2019,16924,"No accidents, 1 Owner, Personal use","Hickory, NC","White exterior, Gray interior"
Ford Fusion,2013,5500,"1 accident, 3 Owners, Personal use","Boerne, TX","Red exterior, Black interior"
Ford Fusion,2016,9988,"1 accident, 2 Owners, Personal use","San Antonio, TX","Red exterior, Beige interior"
Ford Fusion,2018,12750,"No accidents, 1 Owner, Personal use","Mt. Juliet, TN","Blue exterior, Black interior"
Ford Fusion,2016,13000,"No accidents, Personal use","Lancaster, PA","White exterior, Black interior"
Ford Fusion,2015,11997,"No accidents, 1 Owner, Personal use","Staunton, VA","White exterior, Black interior"
Ford Fusion,2014,12888,"No accidents, 2 Owners, Personal use","Vineland, NJ","Silver exterior, Black interior"
Ford Fusion,2018,12885,"No accidents, 1 Owner, Fleet use","Duarte, CA","Silver exterior, Gray interior"
Ford Fusion,2019,15990,"No accidents, 1 Owner, Personal use","Taylorville, IL","Gold exterior, Gray interior"
Ford Fusion,2015,12599,"No accidents, 2 Owners, Personal use","Sierra Vista, AZ","Silver exterior, Black interior"
Ford Fusion,2018,13995,"No accidents, 1 Owner, Fleet use","Harlingen, TX","Black exterior, Black interior"
Ford Fusion,2019,14899,"No accidents, 1 Owner, Personal use","Vista, CA","White exterior, Black interior"
Ford Fusion,2014,9994,"No accidents, 3 Owners, Personal use","Orlando, FL","White exterior, Unknown interior"
Ford Fusion,2019,16999,"No accidents, 1 Owner, Personal use","Hayward, CA","Blue exterior, Black interior"
Ford Fusion,2016,8990,"No accidents, 2 Owners, Personal use","Miami, FL","Silver exterior, Black interior"
Ford Fusion,2014,8998,"3 accidents, 3 Owners, Personal use","Panorama City, CA","Black exterior, Black interior"
Ford Fusion,2018,11837,"No accidents, 1 Owner, Personal use","Southern Pines, NC","Blue exterior, Black interior"
Ford Fusion,2014,9977,"No accidents, 3 Owners, Personal use","Boise, ID","Unknown exterior, Black interior"
Ford Fusion,2019,16000,"No accidents, 1 Owner, Personal use","Royston, GA","Black exterior, Black interior"
Ford Fusion,2010,4681,"1 accident, 1 Owner, Personal use","Dayton, OH","Black exterior, Black interior"
Ford Fusion,2018,15993,"No accidents, 1 Owner, Personal use","Oregon, IL","White exterior, Black interior"
Ford Fusion,2014,7944,"2 accidents, 2 Owners, Personal use","Homosassa, FL","Red exterior, Unknown interior"
Ford Fusion,2018,11759,"No accidents, 1 Owner, Fleet use","Bellfower, CA","White exterior, Gray interior"
Ford Fusion,2018,10990,"No accidents, 1 Owner, Personal use","North Canton, OH","Red exterior, Black interior"
Ford Fusion,2018,20000,"No accidents, 1 Owner, Personal use","Raynham, MA","White exterior, Gray interior"
Ford Fusion,2017,17208,"No accidents, 1 Owner, Personal use","Pasco, WA","Blue exterior, Gray interior"
Ford Fusion,2019,15652,"1 accident, 1 Owner, Personal use","Holiday, FL","Black exterior, Black interior"
Ford Fusion,2017,14807,"No accidents, 1 Owner, Fleet use","Concord, CA","Gray exterior, Black interior"
Ford Fusion,2014,10200,"No accidents, 4 Owners, Personal use","Tacoma, WA","Blue exterior, Black interior"
Ford Fusion,2018,11895,"No accidents, 2 Owners, Fleet use","Orlando, FL","Silver exterior, Unknown interior"
Ford Fusion,2017,12925,"No accidents, 2 Owners, Personal use","Maple Shade, NJ","Red exterior, Black interior"
Ford Fusion,2011,6250,"No accidents, 3 Owners, Fleet use","Comanche, TX","Silver exterior, Black interior"
Ford Fusion,2019,13999,"No accidents, 1 Owner, Fleet use","Colorado Springs, CO","Silver exterior, Black interior"
Ford Fusion,2019,15388,"No accidents, 1 Owner, Personal use","Folsom, CA","Unknown exterior, Unknown interior"
Ford Fusion,2020,20994,"No accidents, 1 Owner, Personal use","Hemet, CA","White exterior, Black interior"
Ford Fusion,2015,8490,"No accidents, 2 Owners, Personal use","Tomball, TX","Silver exterior, Gray interior"
Ford Fusion,2020,18374,"No accidents, 2 Owners, Personal use","Jackson, MS","White exterior, Black interior"
Ford Fusion,2010,7549,"No accidents, 3 Owners, Personal use","Castle Shannon, PA","Silver exterior, Black interior"
Ford Fusion,2016,9967,"No accidents, 1 Owner, Personal use","Lima, OH","Silver exterior, Black interior"
Ford Fusion,2015,9988,"No accidents, 2 Owners, Fleet use","Englewood, CO","Black exterior, Unknown interior"
Ford Fusion,2013,8988,"No accidents, 3 Owners, Personal use","Springfield, TN","Silver exterior, Beige interior"
Ford Fusion,2017,12790,"No accidents, 1 Owner, Personal use","Little Rock, AR","White exterior, Black interior"
Ford Fusion,2019,15841,"No accidents, 1 Owner, Personal use","Normal, IL","Black exterior, Black interior"
Ford Fusion,2019,13891,"No accidents, 1 Owner, Fleet use","Long Island City, NY","Silver exterior, Gray interior"
Ford Fusion,2017,12577,"No accidents, 1 Owner, Personal use","Tacoma, WA","Gray exterior, Black interior"
Ford Fusion,2019,16588,"No accidents, 1 Owner, Personal use","Rincon, GA","Unknown exterior, Unknown interior"
Ford Fusion,2016,9495,"No accidents, 3 Owners, Personal use","Rialto, CA","Black exterior, Unknown interior"
Ford Fusion,2012,7800,"No accidents, 2 Owners, Personal use","Norfolk, VA","Maroon exterior, Brown interior"
Ford Fusion,2019,18000,"No accidents, 1 Owner, Personal use","Blackshear, GA","Silver exterior, Black interior"
Ford Fusion,2019,14588,"No accidents, 1 Owner, Fleet use","Livermore, CA","Blue exterior, Black interior"
Ford Fusion,2019,16400,"No accidents, 1 Owner, Personal use","Denton, MD","Blue exterior, Black interior"
Ford Fusion,2019,14991,"No accidents, 1 Owner, Personal use","Vancouver, WA","White exterior, Unknown interior"
Ford Fusion,2017,14933,"No accidents, 1 Owner, Personal use","Pasco, WA","Silver exterior, Black interior"
Ford Fusion,2019,16454,"No accidents, 1 Owner, Personal use","North Riverside, IL","Silver exterior, Black interior"
Ford Fusion,2016,10899,"No accidents, 2 Owners, Personal use","Chantilly, VA","Gray exterior, Black interior"
Ford Fusion,2016,12652,"No accidents, 2 Owners, Fleet use","Ft Walton Beach, FL","Red exterior, Gray interior"
Ford Fusion,2016,10987,"No accidents, 2 Owners, Personal use","Alcoa, TN","White exterior, Black interior"
Ford Fusion,2017,12295,"No accidents, 1 Owner, Fleet use","Harlingen, TX","White exterior, Unknown interior"
Ford Fusion,2016,11877,"No accidents, 2 Owners, Personal use","Mesa, AZ","White exterior, Black interior"
Ford Fusion,2013,7950,"No accidents, 2 Owners, Personal use","Huntington Beach, CA","White exterior, Unknown interior"
Ford Fusion,2016,9995,"1 accident, 2 Owners, Fleet use","San Jose, CA","Unknown exterior, Black interior"
Ford Fusion,2019,16969,"No accidents, 2 Owners, Personal use","Columbia, SC","Silver exterior, Black interior"
Ford Fusion,2012,7988,"No accidents, 3 Owners, Personal use","North Grafton, MA","Black exterior, Black interior"
Ford Fusion,2018,14737,"No accidents, 1 Owner, Fleet use","Salisbury, MD","Blue exterior, Gray interior"
Ford Fusion,2019,15300,"No accidents, 1 Owner, Personal use","Oak Lawn, IL","Gray exterior, Black interior"
Ford Fusion,2012,8399,"1 accident, 2 Owners, Personal use","Brighton, MI","Silver exterior, Gray interior"
Ford Fusion,2017,10999,"No accidents, 1 Owner, Personal use","Smyrna, GA","Black exterior, Black interior"
Ford Fusion,2020,16552,"No accidents, 1 Owner, Personal use","Columbia, MO","Black exterior, Gray interior"
Ford Fusion,2013,9721,"1 accident, 4 Owners, Personal use","Lakewood, WA","Silver exterior, Unknown interior"
Ford Fusion,2017,9997,"No accidents, 1 Owner, Fleet use","Murfreesboro, TN","Gray exterior, Black interior"
Ford Fusion,2014,7999,"No accidents, 2 Owners, Personal use","Costa Mesa, CA","Orange exterior, Unknown interior"
Ford Fusion,2018,13226,"No accidents, 1 Owner, Personal use","Houston, TX","Blue exterior, Black interior"
Ford Fusion,2017,12250,"No accidents, 3 Owners, Fleet use","Richland, WA","White exterior, Unknown interior"
Ford Fusion,2010,6499,"No accidents, 3 Owners, Fleet use","San Jose, CA","Gray exterior, Gray interior"
Ford Fusion,2015,13240,"No accidents, 2 Owners, Personal use","Myrtle Beach, SC","Gray exterior, Beige interior"
Ford Fusion,2019,16892,"No accidents, 1 Owner, Personal use","Oklahoma City, OK","Black exterior, Black interior"
Ford Fusion,2017,10000,"No accidents, 2 Owners, Fleet use","Houston, TX","Unknown exterior, Unknown interior"
Ford Fusion,2014,10991,"No accidents, 2 Owners, Fleet use","Mesa, AZ","Orange exterior, Black interior"
Ford Fusion,2017,16515,"No accidents, 1 Owner, Personal use","Turnersville, NJ","Red exterior, Gray interior"
Ford Fusion,2010,5900,"1 accident, 3 Owners, Fleet use","Burlington, NC","Black exterior, Black interior"
Ford Fusion,2017,13500,"No accidents, 2 Owners, Fleet use","Lancaster, OH","Black exterior, Black interior"
Ford Fusion,2016,12992,"No accidents, 2 Owners, Personal use","Fairfield, CA","White exterior, Beige interior"
Ford Fusion,2011,5996,"No accidents, 1 Owner, Personal use","Pembroke Pines, FL","Unknown exterior, Gray interior"
Ford Fusion,2013,11750,"No accidents, 1 Owner, Personal use","Newport Beach, CA","White exterior, Black interior"
Ford Fusion,2008,2900,"No accidents, 2 Owners, Fleet use","Phoenix, AZ","Unknown exterior, Unknown interior"
Ford Fusion,2016,9495,"1 accident, 1 Owner, Personal use","Rialto, CA","Blue exterior, Black interior"
Ford Fusion,2019,16795,"No accidents, 1 Owner, Personal use","Paoli, PA","Black exterior, Black interior"
Ford Fusion,2017,12478,"1 accident, 1 Owner, Personal use","Scottsdale, AZ","Gold exterior, Gray interior"
Ford Fusion,2018,12495,"No accidents, 1 Owner, Personal use","Raleigh, NC","Gold exterior, Unknown interior"
Ford Fusion,2015,8723,"No accidents, 2 Owners, Fleet use","Schaumburg, IL","Black exterior, Black interior"
Ford Fusion,2014,11589,"No accidents, 1 Owner, Personal use","Escondido, CA","Black exterior, Unknown interior"
Ford Fusion,2020,18710,"No accidents, 1 Owner, Personal use","Amherst, VA","Silver exterior, Black interior"
Ford Fusion,2011,4999,"1 accident, 2 Owners, Personal use","Lemon Grove, CA","Gray exterior, Beige interior"
Ford Fusion,2016,13995,"No accidents, 1 Owner, Personal use","Carson City, NV","White exterior, Unknown interior"
Ford Fusion,2016,10571,"No accidents, 1 Owner, Personal use","Portland, OR","Gray exterior, Black interior"
Ford Fusion,2019,12471,"No accidents, 1 Owner, Personal use","West Palm Beach, FL","White exterior, Black interior"
Ford Fusion,2019,15495,"No accidents, 2 Owners, Fleet use","Philadelphia, PA","Silver exterior, Black interior"
Ford Fusion,2019,17500,"1 accident, 1 Owner, Personal use","Laurel, MD","Blue exterior, Black interior"
Ford Fusion,2016,10399,"No accidents, 3 Owners, Personal use","Morrow, GA","White exterior, Black interior"
Ford Fusion,2017,11999,"No accidents, 2 Owners, Fleet use","Sacramento, CA","Red exterior, Gray interior"
Ford Fusion,2016,13450,"No accidents, 1 Owner, Fleet use","Daly City, CA","White exterior, Black interior"
Ford Fusion,2017,9995,"No accidents, 2 Owners, Personal use","Owings Mills, MD","Silver exterior, Black interior"
Ford Fusion,2010,8900,"No accidents, 3 Owners, Personal use","Modesto, CA","Red exterior, Unknown interior"
Ford Fusion,2019,18488,"No accidents, 2 Owners, Personal use","Bel Air, MD","Silver exterior, Black interior"
Ford Fusion,2015,10995,"No accidents, 3 Owners, Personal use","Bakersfield, CA","Silver exterior, Black interior"
Ford Fusion,2019,16900,"No accidents, 1 Owner, Fleet use","Corona, CA","Black exterior, Black interior"
Ford Fusion,2016,10950,"No accidents, 2 Owners, Personal use","Chehalis, WA","White exterior, Black interior"
Ford Fusion,2008,3995,"No accidents, 1 Owner, Personal use","Detroit, MI","Unknown exterior, Black interior"
Ford Fusion,2017,11331,"No accidents, 1 Owner, Personal use","Amherst, OH","Red exterior, Black interior"
Ford Fusion,2019,11741,"No accidents, 1 Owner, Personal use","West Palm Beach, FL","Beige exterior, Unknown interior"
Ford Fusion,2015,9888,"No accidents, 1 Owner, Personal use","Smyrna, GA","Silver exterior, Gray interior"
Ford Fusion,2012,8035,"No accidents, 1 Owner, Personal use","Hutto, TX","Blue exterior, Unknown interior"
Ford Fusion,2019,15800,"No accidents, 1 Owner, Personal use","Alcoa, TN","Gray exterior, Black interior"
Ford Fusion,2014,11706,"No accidents, 2 Owners, Personal use","Holly Springs, GA","Silver exterior, Unknown interior"
Ford Fusion,2019,16000,"No accidents, 1 Owner, Personal use","Lawrenceville, GA","Gray exterior, Black interior"
Ford Fusion,2016,11656,"No accidents, Personal use","Chesterfield, MI","Blue exterior, Black interior"
Ford Fusion,2014,9888,"No accidents, 3 Owners, Fleet use","Hurst, TX","Silver exterior, Black interior"
Ford Fusion,2019,16010,"No accidents, 1 Owner, Personal use","Albuquerque, NM","Silver exterior, Black interior"
Ford Fusion,2019,14900,"No accidents, 1 Owner, Personal use","Houston, TX","Silver exterior, Unknown interior"
Ford Fusion,2015,10940,"No accidents, 3 Owners, Fleet use","Starke, FL","Silver exterior, Unknown interior"
Ford Fusion,2014,8495,"1 accident, 1 Owner, Personal use","Pasadena, CA","Gray exterior, Black interior"
Ford Fusion,2017,10950,"No accidents, 1 Owner, Personal use","Detroit, MI","Blue exterior, Black interior"
Ford Fusion,2019,18300,"No accidents, 1 Owner, Personal use","Sarasota, FL","Red exterior, Black interior"
Ford Fusion,2019,18950,"No accidents, 1 Owner, Personal use","California, MO","Silver exterior, Unknown interior"
Ford Fusion,2016,11998,"No accidents, 2 Owners, Fleet use","Niantic, CT","Black exterior, Black interior"
Ford Fusion,2019,22000,"No accidents, 1 Owner, Personal use","Dubuque, IA","Red exterior, Black interior"
Ford Fusion,2019,14000,"No accidents, 1 Owner, Fleet use","Tempe, AZ","Black exterior, Gray interior"
Ford Fusion,2019,12786,"No accidents, 1 Owner, Fleet use","Davie, FL","Blue exterior, Black interior"
Ford Fusion,2014,9950,"No accidents, 2 Owners, Fleet use","North Aurora, IL","Silver exterior, Black interior"
Ford Fusion,2019,17416,"No accidents, 2 Owners, Fleet use","Vidalia, GA","Blue exterior, Black interior"
Ford Fusion,2016,12850,"No accidents, 2 Owners, Personal use","Carmel, IN","White exterior, Gray interior"
Ford Fusion,2019,15155,"No accidents, 1 Owner, Personal use","Buffalo, MN","Black exterior, Black interior"
Ford Fusion,2016,10300,"No accidents, 2 Owners, Personal use","Greenacres, FL","White exterior, Gray interior"
Ford Fusion,2017,18399,"No accidents, 2 Owners, Personal use","Cornelius, NC","Black exterior, Gray interior"
Ford Fusion,2017,10800,"No accidents, 2 Owners, Fleet use","Columbus, OH","Black exterior, Unknown interior"
Ford Fusion,2017,11990,"No accidents, 2 Owners, Fleet use","Blue Mound, TX","Silver exterior, Gray interior"
Ford Fusion,2010,4500,"No accidents, 1 Owner, Personal use","Indianapolis, IN","Black exterior, Gray interior"
Ford Fusion,2019,15785,"1 accident, 1 Owner, Personal use","Elkhorn, WI","Silver exterior, Black interior"
Ford Fusion,2019,15998,"No accidents, 1 Owner, Personal use","Olympia, WA","Black exterior, Black interior"
Ford Fusion,2015,11995,"No accidents, 2 Owners, Fleet use","LaVergne, TN","Black exterior, Gray interior"
Ford Fusion,2019,14495,"1 accident, 1 Owner, Personal use","Sanford, FL","Black exterior, Black interior"
Ford Fusion,2014,9595,"No accidents, 3 Owners, Personal use","Hopkins, MN","Gray exterior, Black interior"
